timestamp,anomaly_label,anomaly_type,notification_api_health,notification_cpu,notification_delivery_success,notification_error_rate,notification_memory,notification_message_rate,notification_queue,notification_queue_depth,notification_response_time_p95,notification_thread_count,processor_cpu,processor_db_connections,processor_error_rate,processor_memory,processor_memory_growth,processor_processing_rate,processor_queue,processor_queue_depth,processor_redis_health,processor_response_time_p95,processor_thread_count,web_api_cpu,web_api_db_connections,web_api_errors,web_api_memory,web_api_queue_depth,web_api_redis_health,web_api_requests,web_api_requests_per_second,web_api_response_time_p95,web_api_thread_count
2025-09-28T10:22:36.773008_aug_3,0,normal,1.0,0.1911054474184746,0.99,0.01,23.555509117258225,0.0,0.0,0.0,39.0,6.005875112994191,50.18212847152397,10.0,0.1,46.74514286096219,0.0,0.0,1864.658042371052,2069.2935691159537,0.0,50.0,2.0,0.0,6.000418249953907,0.0,50.00632405208816,34.638905171312544,1.0,2.986637769127057,1.070260821785304,737.3275787754601,3.015115522879057
2025-09-28T10:22:36.773008_aug_4,0,normal,1.0,0.0,0.99,0.01,23.534400597618305,0.0,0.0,0.0,39.0,6.051782475872934,50.79403800772503,10.0,0.1,46.63773027742835,0.0,0.0,1819.9642517481527,1924.395139616152,0.0,50.0,2.0,0.0,5.986911234976332,0.0,50.00670944479962,34.01037056401047,1.0,3.00705568377884,1.0715972286688866,746.4157884927029,2.9995089028368
2025-09-28T10:22:36.773008_aug_5,0,normal,1.0,0.3364047131640719,0.99,0.01,23.342564095809585,0.0,0.0,0.0,39.0,5.98056658642303,50.28308833303806,10.0,0.1,46.63444584717698,23.63428616618475,0.0,1700.2877227794088,1929.733405583467,0.0,50.0,2.0,0.2347329604339078,5.972689283985578,0.0,50.02001461847803,33.1481782743146,1.0,3.000753074743054,1.072662235808468,742.3159938914562,3.01492933050314
2025-09-28T10:22:36.773008_aug_6,0,normal,1.0,0.1104248750731824,0.99,0.01,23.625370828939364,0.0,0.0,0.0,39.0,5.979030153161676,49.66555746735884,10.0,0.1,46.721348542024266,0.0,0.0,1902.2888102475963,1782.9939037570573,0.0,50.0,2.0,0.0,6.016586453888197,0.0,50.04786127252151,34.1592670509574,1.0,2.985105331408197,1.07957837807418,740.8731066910469,2.998796490765545
2025-09-28T10:22:36.773008_aug_7,0,normal,1.0,0.0,0.99,0.01,23.46221723031933,0.0,0.0,0.0,39.0,6.0063034352038,51.28949292793413,10.0,0.1,46.66297715725299,3.3212000872516723,0.0,1838.468175958573,1832.213081986424,0.0,50.0,2.0,0.6632829865931901,6.058104695491752,0.0,50.0555672182816,34.62004003872988,1.0,2.976219829042331,1.0644613097643385,741.7960645203166,3.01542011495741
2025-09-28T10:22:36.773008_aug_8,0,normal,1.0,0.2978332693437404,0.99,0.01,23.322371588824936,0.0,0.0,0.0,39.0,6.00934188593672,51.54772863623802,10.0,0.1,46.63387935341726,27.556809249234583,0.0,1958.2070709051045,1955.175830854254,0.0,50.0,2.0,0.6633079895734145,6.045327287713878,0.0,49.92416286995276,34.26950329840745,1.0,3.0287841382096907,1.071944698864595,742.7573828506949,2.989615636979223
2025-09-28T10:22:36.773008_aug_9,0,normal,1.0,0.0,0.99,0.01,23.534356320303583,0.0,0.0,0.0,39.0,6.010426793731688,53.09284927433658,10.0,0.1,46.59108346784576,0.0,0.0,1715.2686914599055,2004.570203475808,0.0,50.0,2.0,0.0,6.032297550223149,0.0,49.93651039924915,33.81688016962276,1.0,3.012560532743829,1.0619781348290949,741.8306373307959,3.0054452434296057
2025-09-28T10:22:51.916068,0,normal,1.0,0.0,0.99,0.01,22.921875,0.0,0.0,0.0,39.0,6.0,0.0,10.0,0.1,47.703125,0.0,0.0,1894.0,1874.0,0.0,50.0,2.0,0.0,6.0,0.0,49.99609375,34.0,1.0,3.0,1.0666666666666669,740.0,3.0
2025-09-28T10:22:51.916068_aug_1,0,normal,1.0,0.4218279569579882,0.99,0.01,23.11090956557781,0.0,0.0,0.0,39.0,6.029117798258964,0.0,10.0,0.1,47.5262553772615,0.0,0.0,1958.9905254375883,1793.722383239387,0.0,50.0,2.0,0.0,6.063302099671659,0.0,49.9597877663014,34.91837205141173,1.0,2.969500514306409,1.051344722880534,739.6588746320982,3.0368414166319484
2025-09-28T10:22:51.916068_aug_2,0,normal,1.0,0.0,0.99,0.01,23.027202173318656,0.0,0.0,0.0,39.0,5.981751944162323,1.165547614771249,10.0,0.1,47.65053607019082,23.41146911296381,0.0,1891.299645907307,1729.6607774417002,0.0,50.0,2.0,0.0,5.869206950499144,0.0,49.91750661577203,34.15211501021661,1.0,2.9897705138721817,1.0755216041915168,737.442341455672,2.9869367295734888
2025-09-28T10:22:51.916068_aug_3,0,normal,1.0,0.0,0.99,0.01,22.872650028000983,0.0,0.0,0.0,39.0,6.004200558566449,2.289892872844177,10.0,0.1,47.62488952044966,16.34932585707528,0.0,1868.4084309211216,1651.1163630412748,0.0,50.0,2.0,1.426988261212562,6.007327962816871,0.0,50.02874853879969,34.04430902477124,1.0,3.000817100114603,1.0796003844341118,739.9572932991408,2.9822412728444334
2025-09-28T10:22:51.916068_aug_4,0,normal,1.0,0.0454265583101602,0.99,0.01,22.947554868403483,0.0,0.0,0.0,39.0,5.9790124135610005,0.6903929984405379,10.0,0.1,47.64509638295891,0.0,0.0,1909.3767692448653,1779.0922114625746,0.0,50.0,2.0,1.0400801213928026,6.010808018556372,0.0,49.94187884336944,34.17439343074315,1.0,2.9999520120734093,1.0866318626560585,730.939991476321,2.9994418944477745
2025-09-28T10:22:51.916068_aug_5,0,normal,1.0,0.1105442124683922,0.99,0.01,22.957649291406163,0.0,0.0,0.0,39.0,6.014094950876745,0.0,10.0,0.1,47.615458455962575,28.783572221353296,0.0,2349.485911429996,1668.1447149821852,0.0,50.0,2.0,0.0,6.03801393743191,0.0,50.06168188845054,33.485640929295094,1.0,2.994850590273583,1.0677267980026015,736.3931531111743,2.983006334547865
2025-09-28T10:22:51.916068_aug_6,0,normal,1.0,0.0,0.99,0.01,22.860839513553326,0.0,0.0,0.0,39.0,5.995627687550131,1.1129407278709056,10.0,0.1,47.70542121771621,3.118696549383995,0.0,1862.4912658199407,1859.8550190873773,0.0,50.0,2.0,0.9529921634466262,6.009534526601917,0.0,49.949225027377736,33.82702540061051,1.0,3.010046164240776,1.054140175494277,737.0312740345835,3.0288320480961097
2025-09-28T10:22:51.916068_aug_7,0,normal,1.0,0.0472541507839878,0.99,0.01,22.788668440552534,0.0,0.0,0.0,39.0,5.985981154458906,0.0,10.0,0.1,47.72943860188498,0.0,0.0,1937.0839849197564,1805.792771128696,0.0,50.0,2.0,0.0,5.913955788151489,0.0,50.06713979690816,34.213542393177924,1.0,2.9945516327049404,1.071102566084676,739.9937107316716,3.0181734765740664
2025-09-28T10:22:51.916068_aug_8,0,normal,1.0,0.145691545565745,0.99,0.01,22.985072437454704,0.0,0.0,0.0,39.0,5.980082394805658,1.501764723726641,10.0,0.1,47.57453992966728,0.0,0.0,1876.6219721072916,1967.430612641227,0.0,50.0,2.0,0.0,6.017700084612106,0.0,49.89465779631411,34.6931152208244,1.0,2.995362910177204,1.0575507520193437,738.5475080527419,3.018747135243813
2025-09-28T10:22:51.916068_aug_9,0,normal,1.0,0.0,0.99,0.01,23.15255438784182,0.0,0.0,0.0,39.0,6.00616159699329,1.3432889742805358,10.0,0.1,47.74483634143296,30.767561960671987,0.0,1817.3929927029685,1914.697592558136,0.0,50.0,2.0,1.3406278792441355,6.040386464704055,0.0,50.00631919730262,33.96669245076285,1.0,2.9935918911175547,1.0686885291194912,738.2255502882429,2.9868820849909343
2025-09-28T10:23:07.060225,0,normal,1.0,1.7,0.99,0.01,22.921875,0.0,0.0,0.0,39.0,6.0,104.2,10.0,0.1,48.44140625,0.0,0.0,1904.0,1884.0,0.0,50.0,2.0,0.0,6.0,0.0,49.32421875,34.0,1.0,3.0,1.0666666666666669,740.0,3.0
2025-09-28T10:23:07.060225_aug_1,0,normal,1.0,1.7190242245670702,0.99,0.01,23.151827466139736,0.0,0.0,0.0,39.0,5.993040239556788,100.0,10.0,0.1,48.32631060229913,0.0,0.0,1810.2088531605696,2031.9700800287435,0.0,50.0,2.0,0.0,5.96821677937678,0.0,49.27086823579057,33.297281790035505,1.0,3.010818517226676,1.0735001849649215,745.8408208879518,3.0424083999553457
2025-09-28T10:23:07.060225_aug_2,0,normal,1.0,1.7425562622815567,0.99,0.01,22.94964623840196,0.0,0.0,0.0,39.0,5.9743387831069,100.0,10.0,0.1,48.55675561736541,15.694625481069505,0.0,1856.7698033904248,1731.165950602566,0.0,50.0,2.0,0.0,5.865088217534465,0.0,49.25754424502519,34.70647241399168,1.0,2.989657557466625,1.0845244809872778,744.6738351532525,2.9679779211254083
2025-09-28T10:23:07.060225_aug_3,0,normal,1.0,1.8177304483413976,0.99,0.01,22.927310487880906,0.0,0.0,0.0,39.0,6.017089776024983,100.0,10.0,0.1,48.532313271595314,0.0,0.0,2101.656150715433,1923.3248187897225,0.0,50.0,2.0,0.9272450031149174,5.9912112733291245,0.0,49.35591647100296,33.7510480798063,1.0,2.9910501781179724,1.0911195344952065,736.2663435821203,3.039614808566136
2025-09-28T10:23:07.060225_aug_4,0,normal,1.0,1.6910840748313536,0.99,0.01,22.71805291300904,0.0,0.0,0.0,39.0,5.981885844067733,100.0,10.0,0.1,48.41525855427485,35.76013723747559,0.0,1827.1335317696896,1851.8302144106517,0.0,50.0,2.0,0.3372847367842557,6.028033085538264,0.0,49.3377887158321,32.765564117475414,1.0,3.025711392102094,1.0750953788258666,735.9504958521835,2.9978012751790697
2025-09-28T10:23:07.060225_aug_5,0,normal,1.0,1.7877213112414,0.99,0.01,22.933556387436987,0.0,0.0,0.0,39.0,6.008539667448508,100.0,10.0,0.1,48.4491357533104,0.0,0.0,2056.364397407344,2046.690918359264,0.0,50.0,2.0,0.852692862400346,5.9388682402116535,0.0,49.31033706906913,33.94315117998875,1.0,3.0068312460628377,1.0816513759057529,736.7985155438232,3.019568106387002
2025-09-28T10:23:07.060225_aug_6,0,normal,1.0,1.5911990350266012,0.99,0.01,22.90512937027852,0.0,0.0,0.0,39.0,6.00029569430276,100.0,10.0,0.1,48.54570849282764,0.0,0.0,1956.6858200584056,1848.033690452828,0.0,50.0,2.0,0.0,6.017032731313028,0.0,49.40283408100944,34.45984957905379,1.0,3.040183366351934,1.0717633411072975,744.361263979838,3.0033580141592844
2025-09-28T10:23:07.060225_aug_7,0,normal,1.0,1.6616600911766333,0.99,0.01,22.715675102463205,0.0,0.0,0.0,39.0,5.995272582448154,100.0,10.0,0.1,48.558313402561936,5.712277667659878,0.0,1977.4830333423236,1939.404470023823,0.0,50.0,2.0,0.0,5.961993550713426,0.0,49.365150898122806,34.10175248810144,1.0,3.001085733028371,1.0742715557072515,747.9538807034263,2.9728191878620147
2025-09-28T10:23:07.060225_aug_8,0,normal,1.0,1.7175488349316903,0.99,0.01,22.847987694512067,0.0,0.0,0.0,39.0,6.000764800760053,100.0,10.0,0.1,48.52610668930812,0.0,0.0,1698.171420850186,1768.571233353756,0.0,50.0,2.0,1.133332292037966,6.069235200238171,0.0,49.460439809203,33.8664942458726,1.0,2.987457305209225,1.05143906107184,745.6059330306547,3.0063414159793176
2025-09-28T10:23:07.060225_aug_9,0,normal,1.0,1.6312437750575584,0.99,0.01,23.44752041018624,0.0,0.0,0.0,39.0,5.975549742058711,100.0,10.0,0.1,48.50903952089141,32.6608022024526,0.0,2057.093950588853,1871.798559873771,0.0,50.0,2.0,0.1657791276175238,5.981865101741735,0.0,49.3491819031025,32.74395602503266,1.0,3.0247355710062824,1.0731376161089756,757.6814652763007,2.98559345558894
2025-09-28T10:23:22.192080,0,normal,1.0,1.0,0.99,0.01,22.92578125,0.0,0.0,0.0,39.0,6.0,0.0,10.0,0.1,46.94140625,0.0,0.0,1924.0,1904.0,0.0,50.0,2.0,0.0,6.0,0.0,49.625,34.0,1.0,3.0,1.0666666666666669,740.0,3.0
2025-09-28T10:23:22.192080_aug_1,0,normal,1.0,1.093642484129917,0.99,0.01,23.156176974978127,0.0,0.0,0.0,39.0,6.010427135590422,1.4982432443082512,10.0,0.1,46.93109852298946,0.0,0.0,1895.759844340025,2190.412709501042,0.0,50.0,2.0,0.0,5.973103590946851,0.0,49.73757798034091,34.36542980993124,1.0,3.0000556343427043,1.0761111045306515,741.3931008983407,2.96942249526389
2025-09-28T10:23:22.192080_aug_2,0,normal,1.0,1.0233071951096528,0.99,0.01,23.050761128694813,0.0,0.0,0.0,39.0,6.052280435691821,0.5544918454618116,10.0,0.1,47.01152878223371,0.0,0.0,1874.0248602121883,1962.4946580469027,0.0,50.0,2.0,0.7903825693426887,5.996743751086147,0.0,49.62759758662154,34.136279299106185,1.0,3.005375198388774,1.0746078326929354,743.0206370661402,2.992520341948054
2025-09-28T10:23:22.192080_aug_3,0,normal,1.0,1.304913395650373,0.99,0.01,22.78300540065402,0.0,0.0,0.0,39.0,6.021562279435296,2.613391094748434,10.0,0.1,46.80115765591893,0.0,0.0,1676.480790175124,1952.867629605416,0.0,50.0,2.0,0.0,5.990147064672734,0.0,49.71902528913242,34.311966592201024,1.0,2.999754152232447,1.0732698968179883,731.8116961239011,2.9988099374295034
2025-09-28T10:23:22.192080_aug_4,0,normal,1.0,1.1410118798103002,0.99,0.01,23.17870786815636,0.0,0.0,0.0,39.0,5.9848278196409055,0.46227991092589,10.0,0.1,46.9962026383222,45.39473856566754,0.0,2129.538747904265,1806.149121467912,0.0,50.0,2.0,0.6042053587838204,6.044129318559789,0.0,49.60760725354169,33.7588945775027,1.0,2.9829042817107023,1.0671756739385094,741.1757779039355,2.986693879911046
2025-09-28T10:23:22.192080_aug_5,0,normal,1.0,0.9490770013034102,0.99,0.01,22.916101553149,0.0,0.0,0.0,39.0,6.010601100933321,0.8396038476663557,10.0,0.1,47.00481140881786,0.0,0.0,2149.172787832161,1974.0188403689765,0.0,50.0,2.0,0.9488383653472988,5.968730082746386,0.0,49.62946297464522,33.88434153777889,1.0,3.0069336176997155,1.0841906628406257,730.4463241346176,3.017863829996852
2025-09-28T10:23:22.192080_aug_6,0,normal,1.0,1.0286570303117866,0.99,0.01,22.740544525573224,0.0,0.0,0.0,39.0,6.020145864591621,0.0,10.0,0.1,46.884577725647375,0.0,0.0,2058.4754267989474,1800.1477903703717,0.0,50.0,2.0,0.0,5.9603870573421895,0.0,49.61923921436331,33.354248888994135,1.0,3.0356523369325785,1.0475747894666765,740.1373858037814,2.9884607654683437
2025-09-28T10:23:22.192080_aug_7,0,normal,1.0,1.0280579143529658,0.99,0.01,22.81087764594366,0.0,0.0,0.0,39.0,6.009985231318081,0.0,10.0,0.1,47.07027352203633,46.11729892331599,0.0,1936.7748325081247,1971.9994061019488,0.0,50.0,2.0,0.0,5.920848296465899,0.0,49.63123225150312,34.14541837668014,1.0,2.9993807598823405,1.0545494955851775,740.5058829692108,3.008361533908951
2025-09-28T10:23:22.192080_aug_8,0,normal,1.0,0.893834636072402,0.99,0.01,22.65842110414605,0.0,0.0,0.0,39.0,5.9720230545267565,1.7001288027310164,10.0,0.1,46.95293025884214,22.88365940789556,0.0,1838.2207289349344,1789.8725481081285,0.0,50.0,2.0,0.0,5.893098657727139,0.0,49.60327257579766,32.778300931581875,1.0,3.0423495871831334,1.0556624922423228,745.167059709863,3.021500811781979
2025-09-28T10:23:22.192080_aug_9,0,normal,1.0,0.9584028146306656,0.99,0.01,23.18329339165389,0.0,0.0,0.0,39.0,5.976160114011916,0.0,10.0,0.1,46.83708946891131,0.0,0.0,2026.9977334352668,1939.2552012878564,0.0,50.0,2.0,1.1957907880809389,6.017585867286809,0.0,49.616771029793966,33.50177445850053,1.0,2.9890856855876686,1.0587879719273776,752.694797119008,2.9899299308251197
2025-09-28T10:23:37.307651,0,normal,1.0,0.0,0.99,0.01,23.51171875,0.0,0.0,0.0,39.0,6.0,1.7,10.0,0.1,47.49609375,2.853613449148081,0.0,1932.0,1912.0,0.0,50.0,2.0,0.0,6.0,0.0,49.6953125,34.0,1.0,3.0,1.0666666666666669,740.0,3.0
2025-09-28T10:23:37.307651_aug_1,0,normal,1.0,0.0,0.99,0.01,23.42434322203328,0.0,0.0,0.0,39.0,5.984187806780234,0.9381730972684637,10.0,0.1,47.42011305834985,0.0,0.0,2042.9407114476203,1877.8582567805615,0.0,50.0,2.0,0.5272666749525934,6.000762939543227,0.0,49.81960994756803,33.37410329044763,1.0,2.9649075101175946,1.0655699763970905,737.9489829484567,2.981356662751758
2025-09-28T10:23:37.307651_aug_2,0,normal,1.0,0.0,0.99,0.01,23.396486469626424,0.0,0.0,0.0,39.0,5.983347648883429,0.9591628919599796,10.0,0.1,47.4803254970318,0.0,0.0,1921.906670633564,1750.4144163548312,0.0,50.0,2.0,0.0,5.954831842962881,0.0,49.70650810561748,34.261927341825235,1.0,2.984532384911512,1.0676958833031758,743.137803402791,2.9477293234147464
2025-09-28T10:23:37.307651_aug_3,0,normal,1.0,0.0607336282931966,0.99,0.01,23.56882741005946,0.0,0.0,0.0,39.0,5.987058498540361,0.0,10.0,0.1,47.38180724852164,0.0,0.0,1923.3124811368723,2001.9916012642857,0.0,50.0,2.0,0.4335955267372046,5.942387742265423,0.0,49.69323917212357,33.57067386257121,1.0,2.968572172103583,1.0678714831231866,735.6699486850613,3.0000518679708765
2025-09-28T10:23:37.307651_aug_4,0,normal,1.0,0.0517192163153936,0.99,0.01,23.62571112596824,0.0,0.0,0.0,39.0,5.955861901128814,2.6852632047763683,10.0,0.1,47.47557390279619,31.648677647146148,0.0,1789.0529982974049,2062.4274790618942,0.0,50.0,2.0,0.0048342035540686,6.062401118229226,0.0,49.71897568975116,34.32263560197992,1.0,3.016569650822582,1.0679973249446144,746.7749969009857,3.002206830407408
2025-09-28T10:23:37.307651_aug_5,0,normal,1.0,0.1439850647605789,0.99,0.01,23.48081024153833,0.0,0.0,0.0,39.0,5.983117715461494,1.2532704417330476,10.0,0.1,47.58103796796031,2.769323937565181,0.0,1818.681111780142,1854.7336786802723,0.0,50.0,2.0,0.2695835098233323,5.966674841075706,0.0,49.69576430316675,33.835779189394785,1.0,2.979441147335053,1.0590220501473715,747.0241376703883,2.971794748503205
2025-09-28T10:23:37.307651_aug_6,0,normal,1.0,0.0,0.99,0.01,23.291776830780652,0.0,0.0,0.0,39.0,5.987007814699249,1.506626854179413,10.0,0.1,47.45924564852591,0.0,0.0,1848.2071585508515,1881.171504683413,0.0,50.0,2.0,0.0,6.030072217927103,0.0,49.70723054771732,34.00309180636678,1.0,3.0145809323951824,1.057262028599997,750.6655343121995,3.0272214969052578
2025-09-28T10:23:37.307651_aug_7,0,normal,1.0,0.2412501234242289,0.99,0.01,23.491375915804667,0.0,0.0,0.0,39.0,5.979237769503914,0.7009081976337623,10.0,0.1,47.484181693612165,3.2034218782898463,0.0,1936.730617047794,1776.2622667533892,0.0,50.0,2.0,1.1642929996934148,5.978477448448628,0.0,49.5889595585051,33.953632495252975,1.0,3.03030134481788,1.0791514956864627,749.3768320712643,3.019170701014791
2025-09-28T10:23:37.307651_aug_8,0,normal,1.0,0.0903758169983927,0.99,0.01,23.642820298783825,0.0,0.0,0.0,39.0,5.978624683033089,2.101959963782179,10.0,0.1,47.49809773264741,71.6249801542092,0.0,2152.77570220578,1851.0001082303795,0.0,50.0,2.0,0.0,6.042417598239797,0.0,49.71714781073448,33.831289372302805,1.0,2.988735732913243,1.0668796602861212,737.998800525193,2.9847755930972344
2025-09-28T10:23:37.307651_aug_9,0,normal,1.0,0.0,0.99,0.01,23.518168503497296,0.0,0.0,0.0,39.0,6.034492581474461,0.1168900307181186,10.0,0.1,47.36270326838048,0.0,0.0,1633.128335791793,2225.6340512192,0.0,50.0,2.0,0.0,6.085235301672361,0.0,49.57601888586338,34.12825127105833,1.0,2.982474836722437,1.0631716937325515,728.6227329705646,3.0010068995591874
2025-09-28T10:23:52.450260,0,normal,1.0,0.9,0.99,0.01,23.51171875,0.0,0.0,0.0,39.0,6.0,0.0,10.0,0.1,48.22265625,0.0,0.0,1952.0,1932.0,0.0,50.0,2.0,0.0,6.0,0.0,49.94140625,34.0,1.0,3.0,1.0666666666666669,740.0,3.0
2025-09-28T10:23:52.450260_aug_1,0,normal,1.0,0.7295374294477355,0.99,0.01,23.44715781118684,0.0,0.0,0.0,39.0,5.970934865873898,0.0,10.0,0.1,48.18886347042352,19.18403551008385,0.0,1672.3882468486472,2023.3567389275424,0.0,50.0,2.0,0.7161209047052206,5.980628199868437,0.0,50.1414422446288,34.453311775012345,1.0,2.973335630097841,1.0571483756875553,743.7904403356904,3.011877368718301
2025-09-28T10:23:52.450260_aug_2,0,normal,1.0,0.8866532401940498,0.99,0.01,23.41410832784081,0.0,0.0,0.0,39.0,6.008561166980332,0.0546254528092442,10.0,0.1,48.22924746356525,0.0,0.0,1949.5849486278616,1791.6324259406251,0.0,50.0,2.0,0.0,6.034298648351792,0.0,49.99017492396466,34.80636215065157,1.0,3.030532894980833,1.0715454652776313,742.8445315423467,3.002999270425728
2025-09-28T10:23:52.450260_aug_3,0,normal,1.0,0.8328695706336068,0.99,0.01,23.447931819548064,0.0,0.0,0.0,39.0,5.974789859345695,0.0,10.0,0.1,48.30914065416466,30.099681998037763,0.0,2133.543853931681,1981.9083139577408,0.0,50.0,2.0,0.6278833702418455,6.019274446681215,0.0,49.97340861941528,33.654877448213135,1.0,3.05022662852975,1.0671611587905607,739.6984855664839,2.967577460896032
2025-09-28T10:23:52.450260_aug_4,0,normal,1.0,1.0597704972798023,0.99,0.01,23.562884088491188,0.0,0.0,0.0,39.0,6.046648498705185,0.0,10.0,0.1,48.24133636939396,24.36078763198835,0.0,2014.3062201944535,2052.4858235290794,0.0,50.0,2.0,0.1247648834780003,5.987937651873683,0.0,49.969324243415954,34.73366400992715,1.0,2.994318259796881,1.071364486933966,730.426582860899,3.0051212992802667
2025-09-28T10:23:52.450260_aug_5,0,normal,1.0,0.6503222952057299,0.99,0.01,23.29992994657793,0.0,0.0,0.0,39.0,5.999655602069827,0.9865404767490668,10.0,0.1,48.099318455801104,0.0,0.0,1972.796510630606,2107.5759874427395,0.0,50.0,2.0,0.0,5.996959954808588,0.0,49.78508531411393,33.63246209839814,1.0,2.9937030983016526,1.0724805479444175,733.7773049881481,3.000912827492161
2025-09-28T10:23:52.450260_aug_6,0,normal,1.0,1.0363749809216996,0.99,0.01,23.53601724005086,0.0,0.0,0.0,39.0,5.988268829807602,1.7065376070286418,10.0,0.1,48.33670535345077,0.0,0.0,1894.3934017123909,1884.0733213068163,0.0,50.0,2.0,0.9788202287937542,6.051539256349431,0.0,49.93975947942381,34.237461964212066,1.0,3.003903562658359,1.072043217998924,745.6367617735025,3.0221453354412784
2025-09-28T10:23:52.450260_aug_7,0,normal,1.0,0.7744069621776171,0.99,0.01,23.729510067976232,0.0,0.0,0.0,39.0,6.013968749070704,0.0,10.0,0.1,48.08135105422492,0.0,0.0,2142.6230015644987,1923.932783340471,0.0,50.0,2.0,0.0,5.865607849483902,0.0,49.92381705597423,33.972553976751186,1.0,3.021369082783706,1.0698104713630323,722.581361764222,2.9889750879396924
2025-09-28T10:23:52.450260_aug_8,0,normal,1.0,0.5763776811121702,0.99,0.01,23.762918928009217,0.0,0.0,0.0,39.0,5.984040334205061,0.0024500168101625,10.0,0.1,48.17335195546232,0.0,0.0,2164.6631269217023,2027.263216935497,0.0,50.0,2.0,0.0,6.002689458866713,0.0,49.81255226318223,34.389744198553295,1.0,3.032683039665442,1.0541967953903884,749.3912495904109,3.005714830483372
2025-09-28T10:23:52.450260_aug_9,0,normal,1.0,1.0355933146965133,0.99,0.01,23.455882314352007,0.0,0.0,0.0,39.0,6.002551387358106,0.0,10.0,0.1,48.230912019173246,13.10031713112014,0.0,1904.3536318773204,1972.0287986872104,0.0,50.0,2.0,0.9338496178558802,6.0871995121208,0.0,49.96612043094482,34.574823177150975,1.0,2.9871232339712077,1.0623403818708377,744.2201994632438,3.0281490488891176
2025-09-28T10:24:07.648317,0,normal,1.0,0.0,0.99,0.01,23.5703125,0.0,0.0,0.0,39.0,6.0,0.0,10.0,0.1,46.09375,22.37443060946409,0.0,1962.0,1942.0,0.0,50.0,2.0,0.0,6.0,0.0,49.18359375,34.0,1.0,3.0,1.0666666666666669,740.0,3.0
2025-09-28T10:24:07.648317_aug_1,0,normal,1.0,0.3503563444199827,0.99,0.01,23.419120207296015,0.0,0.0,0.0,39.0,6.024606921253429,2.132635136514791,10.0,0.1,46.22715128751288,86.07477977647684,0.0,1780.3742649123956,2150.795342420876,0.0,50.0,2.0,0.4250369922512254,6.022461761438071,0.0,49.51760101641823,33.65176213603981,1.0,2.9850865748697477,1.0656810043071574,735.0579427704146,2.9808663472263084
2025-09-28T10:24:07.648317_aug_2,0,normal,1.0,0.1102800099042274,0.99,0.01,23.529939890860017,0.0,0.0,0.0,39.0,6.005511411457443,0.9499220354296308,10.0,0.1,46.06489343210961,61.49375034457892,0.0,1922.4360004428147,1879.453796341199,0.0,50.0,2.0,0.0,5.866880203735518,0.0,49.20482565151173,34.05593618918787,1.0,3.014683500627088,1.0621334397606947,734.8230792948723,2.978795412308583
2025-09-28T10:24:07.648317_aug_3,0,normal,1.0,0.0917468704524175,0.99,0.01,23.555394236335,0.0,0.0,0.0,39.0,5.995429355456803,0.4997066561119528,10.0,0.1,46.15803090069824,63.36019031558116,0.0,1855.780832198182,1892.154155391427,0.0,50.0,2.0,1.1196809505493466,6.160414294692371,0.0,49.2833672320372,33.429161195907845,1.0,3.0143053381670404,1.0899829055411714,735.6339770081187,3.019310484152781
2025-09-28T10:24:07.648317_aug_4,0,normal,1.0,0.0,0.99,0.01,23.7270151500553,0.0,0.0,0.0,39.0,5.985386594795461,0.6595055145658075,10.0,0.1,46.0804162020131,0.0,0.0,1996.0699745075929,1860.349912101816,0.0,50.0,2.0,0.0,5.887090964991464,0.0,49.24003163484779,35.08165715740291,1.0,3.046795760042118,1.0680533743230425,735.9427328753135,3.004872043616821
2025-09-28T10:24:07.648317_aug_5,0,normal,1.0,0.0,0.99,0.01,23.731324076618552,0.0,0.0,0.0,39.0,5.975204344574808,0.0,10.0,0.1,46.174947335507,44.26443274724266,0.0,2109.3309071148688,1468.7891953957133,0.0,50.0,2.0,2.126861562745448,5.994099923910132,0.0,49.190956388814136,34.04433586489147,1.0,3.0169355898501555,1.0436309900017795,740.0090077078232,2.985760696484273
2025-09-28T10:24:07.648317_aug_6,0,normal,1.0,0.0172138796735298,0.99,0.01,23.469688197802448,0.0,0.0,0.0,39.0,6.003463343570845,0.0,10.0,0.1,46.11843805960304,31.44687325485183,0.0,1947.7731640930551,1826.7054624428447,0.0,50.0,2.0,0.0,5.947789784553618,0.0,49.03741665925734,34.78143264852478,1.0,3.006884496572551,1.0614575942019957,746.8768370225877,3.0021698710610707
2025-09-28T10:24:07.648317_aug_7,0,normal,1.0,0.0335551632930782,0.99,0.01,23.38600478643558,0.0,0.0,0.0,39.0,6.003151361773674,0.4129225293487175,10.0,0.1,45.93178575748416,15.44946119037524,0.0,1943.8203707992543,1976.3626745239076,0.0,50.0,2.0,0.0511902286051625,6.132708842525112,0.0,49.242007551062464,33.93653979367279,1.0,3.008464465749397,1.0779859459433687,734.0088832052236,2.977866075114883
2025-09-28T10:24:07.648317_aug_8,0,normal,1.0,0.0584278180685059,0.99,0.01,23.50220869700882,0.0,0.0,0.0,39.0,6.019953295743861,0.9127450228015463,10.0,0.1,46.19087492043524,25.986594732467008,0.0,2009.5420659102188,1938.768308746176,0.0,50.0,2.0,2.308737770149416,6.048929767817724,0.0,49.07870241025368,33.763601952743095,1.0,2.9911428175242034,1.0526207814323545,744.6560525991707,2.976443310802088
